Database ID,Sample ID,Ecosystem,Sample type,Common name,Scientific name,Bush food group,Wildlife group,Compartment,Composite count,Dry mass fraction,Sex,Mussel age (y),Soil depth (cm),Family code,Collection date (day/month/year),Location,Status,Easting,Northing,Zone,Datum,Geocoding,U-238,U-238err,U-234,U-234err,Th-230,Th-230err,Ra-226,Ra-226err,Pb-210,Pb-210err,Po-210,Po-210err,Th-232,Th-232err,Ra-228,Ra-228err,Th-228,Th-228err,Ac-227,Ac-227err,K-40,K-40err,Al,As,Ba,Ca,Cd,Co,Cr,Cu,Fe,Hg,K,Mg,Mn,Na,Ni,P,Pb,Rb,S,Sb,Se,Sr,Th,U,V,Zn,Reference,Notes
2654,RM09007,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0337,14/07/2009,Anomaly 2,Perturbed,273084,8593837,53S,WGS84,1,6.6E+2,9.0E+0,,,1.3E+3,8.1E+1,1.3E+3,1.0E+1,8.0E+2,1.4E+1,,,,,2.4E+1,1.0E+0,2.4E+1,1.0E+0,,,1.0E+1,4.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '2' in reference.
2655,RM09008,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0338,14/07/2009,Anomaly 2,Perturbed,273106,8593792,53S,WGS84,1,9.7E+2,1.0E+1,,,1.6E+3,1.0E+2,1.2E+3,1.0E+1,9.3E+2,2.0E+1,,,,,5.2E+1,2.0E+0,5.8E+1,1.0E+0,,,<1.0E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '3' in reference.
2656,RM09009,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0339,14/07/2009,Anomaly 2,Perturbed,273141,8593890,53S,WGS84,1,5.3E+2,8.0E+0,,,8.4E+2,7.3E+1,7.7E+2,6.0E+0,5.6E+2,1.0E+1,,,,,2.8E+1,1.0E+0,3.3E+1,1.0E+0,,,3.8E+1,5.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '4' in reference.
2657,RM09010,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0340,14/07/2009,Anomaly 2,Perturbed,273273,8593846,53S,WGS84,1,2.4E+2,6.0E+0,,,5.4E+2,5.0E+1,4.3E+2,3.0E+0,4.1E+2,8.0E+0,,,,,2.4E+1,1.0E+0,2.8E+1,1.0E+0,,,2.6E+1,4.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '5' in reference.
2658,RM09011,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0341,14/07/2009,Anomaly 2,Perturbed,273263,8593696,53S,WGS84,1,9.3E+1,3.0E+0,,,1.0E+2,2.8E+1,9.1E+1,1.0E+0,1.4E+2,4.0E+0,,,,,2.4E+1,1.0E+0,2.5E+1,1.0E+0,,,1.5E+1,2.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '6' in reference.
2659,RM09012,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0342,14/07/2009,Anomaly 2,Perturbed,273200,8593597,53S,WGS84,1,1.2E+2,3.0E+0,,,,,1.3E+2,1.0E+0,2.0E+2,4.0E+0,,,,,2.1E+1,1.0E+0,2.5E+1,1.0E+0,,,1.6E+1,2.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '7' in reference.
2660,RM09013,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0343,14/07/2009,Anomaly 2,Perturbed,272988,8593601,53S,WGS84,1,1.6E+2,4.0E+0,,,2.5E+2,3.5E+1,2.1E+2,2.0E+0,1.7E+2,5.0E+0,,,,,5.1E+1,1.0E+0,5.6E+1,1.0E+0,,,1.7E+1,2.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '8' in reference.
2661,RM09014,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0344,14/07/2009,Anomaly 2,Perturbed,272793,8593599,53S,WGS84,1,1.0E+2,3.0E+0,,,1.9E+2,3.4E+1,1.7E+2,1.0E+0,1.6E+2,5.0E+0,,,,,3.2E+1,1.0E+0,3.6E+1,1.0E+0,,,3.5E+1,3.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '9' in reference.
2662,RM09015,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0345,14/07/2009,Anomaly 2,Perturbed,272606,8593588,53S,WGS84,1,1.3E+2,5.0E+0,,,1.7E+2,3.8E+1,1.7E+2,2.0E+0,2.3E+2,6.0E+0,,,,,5.6E+1,1.0E+0,6.2E+1,2.0E+0,,,6.9E+1,4.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '10' in reference.
2663,RM09016,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0346,14/07/2009,Anomaly 2,Perturbed,272511,8593428,53S,WGS84,1,2.3E+2,5.0E+0,,,3.3E+2,4.3E+1,2.9E+2,2.0E+0,3.8E+2,7.0E+0,,,,,2.5E+1,1.0E+0,2.6E+1,1.0E+0,,,3.5E+1,3.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '11' in reference.
2664,RM09017,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0347,14/07/2009,Anomaly 2,Perturbed,272712,8593449,53S,WGS84,1,9.9E+2,1.1E+1,,,1.6E+3,1.1E+2,1.3E+3,1.0E+1,1.3E+3,2.0E+1,,,,,2.9E+1,2.0E+0,3.1E+1,1.0E+0,,,7.5E+1,6.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '12' in reference.
2665,RM09018,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0348,14/07/2009,Anomaly 2,Perturbed,272894,8593454,53S,WGS84,1,7.8E+3,3.1E+1,,,9.8E+3,4.0E+2,1.1E+4,7.0E+1,6.5E+3,9.0E+1,,,,,3.8E+1,4.0E+0,4.5E+1,2.0E+0,,,1.8E+2,1.6E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '13' in reference.
2666,RM09019,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0349,14/07/2009,Anomaly 2,Perturbed,272894,8593453,53S,WGS84,1,7.8E+4,1.1E+2,,,6.0E+4,2.1E+3,1.1E+5,8.0E+2,6.5E+4,8.3E+2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '14' in reference.
2667,RM09020,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0350,14/07/2009,Anomaly 2,Perturbed,272856,8593432,53S,WGS84,1,3.2E+4,6.0E+1,,,3.9E+4,1.2E+3,4.1E+4,3.0E+2,2.9E+4,3.7E+2,,,,,7.8E+1,7.0E+0,1.1E+2,5.0E+0,,,2.9E+2,2.5E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '15' in reference.
2668,RM09021,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0351,14/07/2009,Anomaly 2,Perturbed,272867,8593385,53S,WGS84,1,8.7E+3,2.9E+1,,,1.1E+4,3.5E+2,7.8E+3,6.0E+1,6.9E+3,9.0E+1,,,,,4.2E+1,3.0E+0,4.3E+1,2.0E+0,,,8.0E+1,1.1E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '16' in reference.
2669,RM09022,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0352,14/07/2009,Anomaly 2,Perturbed,273092,8593445,53S,WGS84,1,3.0E+1,2.0E+0,,,3.0E+1,2.1E+1,3.8E+1,1.0E+0,7.7E+1,3.0E+0,,,,,1.8E+1,1.0E+0,2.0E+1,1.0E+0,,,2.1E+1,2.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '17' in reference.
2670,RM09023,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0353,14/07/2009,Anomaly 2,Perturbed,272798,8593299,53S,WGS84,1,7.5E+1,3.0E+0,,,1.1E+2,2.5E+1,7.9E+1,1.0E+0,1.1E+2,4.0E+0,,,,,2.6E+1,1.0E+0,3.0E+1,1.0E+0,,,3.7E+1,3.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '18' in reference.
2671,RM09024,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0354,14/07/2009,Anomaly 2,Perturbed,272993,8593295,53S,WGS84,1,4.6E+1,2.0E+0,,,2.8E+1,2.1E+1,3.9E+1,1.0E+0,1.1E+2,3.0E+0,,,,,1.8E+1,1.0E+0,2.0E+1,1.0E+0,,,2.7E+1,2.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '19' in reference.
2672,RM09025,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0355,14/07/2009,Anomaly 2,Perturbed,272495,8593306,53S,WGS84,1,2.6E+2,5.0E+0,,,3.0E+2,4.2E+1,2.1E+2,2.0E+0,2.7E+2,6.0E+0,,,,,2.1E+1,1.0E+0,2.5E+1,1.0E+0,,,2.4E+1,3.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '20' in reference.
2673,RM09026,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0356,14/07/2009,Anomaly 2,Perturbed,272416,8593047,53S,WGS84,1,1.6E+1,2.0E+0,,,,,1.4E+1,1.0E+0,4.5E+1,3.0E+0,,,,,1.5E+1,1.0E+0,1.6E+1,1.0E+0,,,4.4E+1,3.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '21' in reference.
2674,RM09027,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0357,14/07/2009,Anomaly 2,Perturbed,272524,8593172,53S,WGS84,1,2.8E+2,6.0E+0,,,4.9E+2,5.6E+1,5.0E+2,4.0E+0,4.2E+2,8.0E+0,,,,,2.0E+1,1.0E+0,2.3E+1,1.0E+0,,,2.2E+1,4.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '22' in reference.
2675,RM09028,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0358,14/07/2009,Anomaly 2,Perturbed,272599,8593114,53S,WGS84,1,3.7E+2,7.0E+0,,,5.5E+2,5.9E+1,6.5E+2,5.0E+0,7.3E+2,1.2E+1,,,,,1.6E+1,1.0E+0,1.6E+1,1.0E+0,,,2.0E+1,4.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '23' in reference.
2676,RM09029,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0359,14/07/2009,Anomaly 2,Perturbed,272644,8593165,53S,WGS84,1,6.3E+3,2.9E+1,,,9.6E+3,3.4E+2,1.0E+4,7.0E+1,7.7E+3,1.0E+2,,,,,7.7E+1,4.0E+0,9.8E+1,3.0E+0,,,6.2E+2,2.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '24' in reference.
2677,RM09030,Terrestrial,Soil,,,,,Total,,,,,0-2,SOIL0360,14/07/2009,Anomaly 2,Perturbed,272731,8593124,53S,WGS84,1,2.9E+1,2.0E+0,,,2.9E+1,2.0E+1,3.0E+1,1.0E+0,8.0E+1,3.0E+0,,,,,1.5E+1,1.0E+0,1.6E+1,1.0E+0,,,4.5E+1,3.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sampling site '25' in reference.
2678,NK0001,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0361,15/09/2000,Nabarlek mine site - West of Badlands area,Perturbed,317420,8638460,53S,WGS84,1,5.1E+2,3.2E+1,,,,,6.9E+2,4.0E+0,7.7E+2,2.2E+1,,,,,2.9E+1,3.5E+0,3.1E+1,1.4E+0,,,1.1E+2,1.8E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2679,NK0002,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0362,15/09/2000,Nabarlek mine site - Pit,Perturbed,317530,8638610,53S,WGS84,1,2.9E+3,6.4E+1,,,,,2.9E+3,1.0E+1,2.8E+3,4.3E+1,,,,,1.1E+2,6.2E+0,1.3E+2,2.6E+0,,,1.4E+3,3.8E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2680,NK0003,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0363,15/09/2000,Nabarlek mine site - East of Pit,Perturbed,317770,8638910,53S,WGS84,1,2.6E+2,1.4E+1,,,,,3.0E+2,2.0E+0,3.1E+2,9.0E+0,,,,,5.0E+1,1.8E+0,5.1E+1,9.0E-1,,,1.5E+2,9.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2681,NK0004,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0364,15/09/2000,Nabarlek mine site - Diesel tank,Perturbed,317630,8639160,53S,WGS84,1,2.4E+2,2.0E+1,,,,,2.3E+2,2.0E+0,2.2E+2,1.6E+1,,,,,3.2E+1,2.5E+0,3.5E+1,1.1E+0,,,1.9E+2,1.4E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2682,NK0005,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0365,15/09/2000,Nabarlek mine site - Waste rock dump,Perturbed,317470,8638010,53S,WGS84,1,1.6E+2,1.1E+1,,,,,1.8E+2,1.0E+0,1.5E+2,7.0E+0,,,,,4.3E+1,1.5E+0,4.2E+1,7.0E-1,,,1.5E+2,8.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2683,NK0006,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0366,15/09/2000,Nabarlek mine site - Ore stockpile,Perturbed,317450,8639120,53S,WGS84,1,4.0E+2,2.5E+1,,,,,4.1E+2,3.0E+0,4.5E+2,1.7E+1,,,,,5.4E+1,3.1E+0,6.0E+1,1.4E+0,,,3.9E+2,1.9E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2684,NK0007,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0367,15/09/2000,Nabarlek mine site - Waste rock dump,Perturbed,317600,8638270,53S,WGS84,1,1.1E+3,3.7E+1,,,,,1.0E+3,5.0E+0,9.6E+2,2.6E+1,,,,,1.0E+2,4.0E+0,1.1E+2,2.0E+0,,,1.1E+3,2.8E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2685,NK0008,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0368,15/09/2000,Nabarlek mine site - Northern end of runway,Perturbed,315450,8639280,53S,WGS84,1,1.8E+2,1.8E+1,,,,,1.5E+2,2.0E+0,1.7E+2,1.4E+1,,,,,3.0E+1,2.4E+0,2.9E+1,1.1E+0,,,1.9E+2,1.4E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2686,NK0009,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0369,15/09/2000,Nabarlek mine site - Badlands area,Perturbed,317540,8638410,53S,WGS84,1,1.4E+4,1.8E+2,,,,,1.7E+4,4.4E+1,1.9E+4,1.3E+2,,,,,5.4E+1,1.9E+1,1.2E+2,1.4E+1,,,2.7E+2,6.7E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2687,NK0010,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0370,15/09/2000,Nabarlek mine site - Evapoaration pond 1,Perturbed,316950,8639210,53S,WGS84,1,1.0E+2,1.6E+1,,,,,1.0E+2,2.0E+0,9.8E+1,1.1E+1,,,,,3.7E+1,2.4E+0,3.3E+1,1.1E+0,,,9.0E+1,1.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2688,NK0011,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0371,15/09/2000,Nabarlek mine site - Pit,Perturbed,317480,8638640,53S,WGS84,1,2.8E+3,6.3E+1,,,,,2.8E+3,1.0E+1,2.8E+3,4.1E+1,,,,,1.2E+2,6.2E+0,1.4E+2,2.7E+0,,,1.4E+3,3.8E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2689,NK0012,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0372,15/09/2000,Nabarlek mine site - Badlands area,Perturbed,317520,8638440,53S,WGS84,1,5.2E+3,1.9E+2,,,,,2.4E+4,6.1E+1,1.9E+4,1.3E+2,,,,,4.5E+1,2.9E+1,1.2E+2,5.5E+0,,,1.9E+2,7.5E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2690,NK0013,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0373,15/09/2000,Nabarlek mine site - Waste rock dump,Perturbed,317460,8638190,53S,WGS84,1,3.1E+3,6.8E+1,,,,,3.4E+3,1.1E+1,3.6E+3,4.5E+1,,,,,8.3E+1,6.4E+0,1.0E+2,2.6E+0,,,7.5E+2,3.5E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2691,NK0015,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0374,15/09/2000,Nabarlek mine site - Waste rock dump,Perturbed,317460,8638210,53S,WGS84,1,1.9E+3,5.4E+1,,,,,2.0E+3,8.0E+0,2.0E+3,3.6E+1,,,,,1.3E+2,5.8E+0,1.5E+2,2.6E+0,,,1.3E+3,3.5E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2692,NK0016,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0375,15/09/2000,Nabarlek mine site - Waste rock dump,Perturbed,317550,8638280,53S,WGS84,1,1.1E+3,4.0E+1,,,,,1.1E+3,5.4E+0,1.1E+3,2.6E+1,,,,,8.5E+1,4.5E+0,8.9E+1,2.0E+0,,,7.3E+2,2.7E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2693,NK0017,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0376,15/09/2000,Nabarlek mine site - Waste rock dump,Perturbed,317640,8638220,53S,WGS84,1,7.9E+2,3.5E+1,,,,,7.1E+2,4.4E+0,7.7E+2,2.4E+1,,,,,1.2E+2,4.5E+0,1.2E+2,2.1E+0,,,1.3E+3,3.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2694,NK0018,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0377,15/09/2000,Nabarlek mine site - Waste rock dump,Perturbed,317620,8638100,53S,WGS84,1,2.5E+2,2.4E+1,,,,,2.7E+2,2.7E+0,3.3E+2,1.7E+1,,,,,1.3E+2,3.9E+0,1.3E+2,2.0E+0,,,1.4E+3,3.1E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2695,NK0019,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0378,15/09/2000,Nabarlek mine site - Waste rock dump,Perturbed,317730,8638130,53S,WGS84,1,5.7E+2,3.2E+1,,,,,5.9E+2,4.0E+0,6.6E+2,2.1E+1,,,,,1.1E+2,4.2E+0,1.1E+2,2.0E+0,,,1.1E+3,2.9E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2696,NK0020,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0379,15/09/2000,Nabarlek mine site - Waste rock dump,Perturbed,317710,8638190,53S,WGS84,1,4.2E+2,2.6E+1,,,,,4.0E+2,3.2E+0,4.1E+2,1.8E+1,,,,,5.0E+1,3.3E+0,5.4E+1,1.5E+0,,,4.7E+2,2.1E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2697,NK0022,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0380,15/09/2000,Nabarlek mine site - East of waste rock dump,Perturbed,317850,8638210,53S,WGS84,1,1.9E+2,2.5E+1,,,,,4.0E+2,3.3E+0,4.0E+2,1.6E+1,,,,,2.9E+1,3.1E+0,3.1E+1,1.3E+0,,,7.1E+1,1.4E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2698,NK0023,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0381,15/09/2000,Nabarlek mine site - East of waste rock dump,Perturbed,317830,8638140,53S,WGS84,1,2.0E+2,2.4E+1,,,,,4.4E+2,3.3E+0,4.4E+2,1.7E+1,,,,,2.4E+1,2.9E+0,3.2E+1,1.3E+0,,,6.6E+1,1.4E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2699,NK0024,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0382,15/09/2000,Nabarlek mine site - Evapoaration pond 1,Perturbed,316960,8639130,53S,WGS84,1,4.0E+2,2.2E+1,,,,,2.3E+2,2.4E+0,1.7E+2,1.4E+1,,,,,5.1E+1,2.9E+0,5.1E+1,1.3E+0,,,1.8E+2,1.4E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2700,NK0025,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0383,15/09/2000,Nabarlek mine site - Evapoaration pond 2,Perturbed,317810,8639010,53S,WGS84,1,1.1E+2,1.9E+1,,,,,1.4E+2,2.1E+0,2.1E+2,1.4E+1,,,,,1.7E+1,2.5E+0,2.3E+1,1.2E+0,,,1.4E+1,1.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2701,NK0026,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0384,15/09/2000,Nabarlek mine site - Between the runway and the road,Perturbed,315650,8639390,53S,WGS84,1,3.8E+1,1.4E+1,,,,,4.7E+1,1.3E+0,1.1E+2,9.9E+0,,,,,2.5E+1,2.2E+0,2.7E+1,1.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2702,NK0027,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0385,15/09/2000,Nabarlek mine site - South western side of runway,Perturbed,316840,8638880,53S,WGS84,1,6.2E+1,1.6E+1,,,,,7.8E+1,1.7E+0,1.2E+2,1.1E+1,,,,,2.4E+1,2.5E+0,2.6E+1,1.1E+0,,,2.0E+1,1.1E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2703,NK0028,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0386,15/09/2000,Nabarlek mine site - Diesel tank,Perturbed,317650,8639210,53S,WGS84,1,1.1E+2,1.6E+1,,,,,1.1E+2,1.7E+0,1.3E+2,1.1E+1,,,,,2.9E+1,2.2E+0,3.0E+1,1.0E+0,,,3.3E+1,1.0E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2704,NK0029,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0387,15/09/2000,Nabarlek mine site - Near telecom tower,Perturbed,317640,8639420,53S,WGS84,1,1.4E+2,1.8E+1,,,,,1.2E+2,1.9E+0,1.2E+2,1.2E+1,,,,,3.6E+1,2.6E+0,3.6E+1,1.2E+0,,,4.0E+1,1.1E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2705,NK0030,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0388,15/09/2000,Nabarlek mine site - East of Pit,Perturbed,317800,8638710,53S,WGS84,1,5.0E+2,3.1E+1,,,,,6.3E+2,4.1E+0,6.8E+2,2.1E+1,,,,,3.3E+1,3.3E+0,3.5E+1,1.4E+0,,,1.2E+2,1.7E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2706,NK0031,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0389,15/09/2000,Nabarlek mine site - South western side of runway,Perturbed,316850,8638910,53S,WGS84,1,5.3E+1,1.6E+1,,,,,7.9E+1,1.6E+0,1.0E+2,1.1E+1,,,,,2.8E+1,2.4E+0,2.9E+1,1.1E+0,,,2.5E+1,1.1E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2707,NK0032,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0390,15/09/2000,Nabarlek mine site - Northern end of runway,Perturbed,315450,8639300,53S,WGS84,1,9.6E+1,1.7E+1,,,,,1.2E+2,1.8E+0,1.6E+2,1.2E+1,,,,,3.3E+1,2.4E+0,3.2E+1,1.1E+0,,,2.6E+2,1.4E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2708,NK0033,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0391,15/09/2000,Nabarlek mine site - Northern end of runway,Perturbed,315570,8639360,53S,WGS84,1,3.1E+1,1.0E+1,,,,,2.5E+1,8.9E-1,5.3E+1,6.8E+0,,,,,2.2E+1,1.6E+0,2.3E+1,7.3E-1,,,2.2E+1,6.8E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2709,NK0034,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0392,15/09/2000,Nabarlek mine site - Northern end of runway,Perturbed,315500,8639410,53S,WGS84,1,3.4E+1,1.3E+1,,,,,2.4E+1,1.1E+0,5.7E+1,9.3E+0,,,,,1.8E+1,2.0E+0,2.1E+1,9.2E-1,,,1.3E+1,8.3E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2710,NK0035,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0393,15/09/2000,Nabarlek mine site -North west of pit ,Perturbed,317330,8638730,53S,WGS84,1,2.2E+2,1.1E+1,,,,,2.5E+2,1.4E+0,2.9E+2,7.5E+0,,,,,2.1E+1,1.4E+0,2.5E+1,6.0E-1,,,5.3E+1,6.4E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2711,NK0036,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0394,15/09/2000,Nabarlek mine site - Near telecom tower,Perturbed,317620,8639380,53S,WGS84,1,3.6E+3,3.6E+1,,,,,1.4E+3,4.5E+0,1.4E+3,2.0E+1,,,,,3.1E+1,2.8E+0,5.3E+1,1.2E+0,,,5.9E+1,1.3E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2712,NK0037,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0395,15/09/2000,Nabarlek mine site - Western fence,Perturbed,317410,8638150,53S,WGS84,1,4.9E+1,1.1E+1,,,,,5.8E+1,1.1E+0,6.6E+1,7.5E+0,,,,,3.8E+1,1.8E+0,3.8E+1,8.4E-1,,,1.1E+2,8.7E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2713,NK0038,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0396,15/09/2000,Nabarlek mine site - East of Pit,Perturbed,317710,8638680,53S,WGS84,1,1.7E+2,1.8E+1,,,,,1.8E+2,2.1E+0,2.1E+2,1.2E+1,,,,,3.1E+1,2.5E+0,2.8E+1,1.1E+0,,,1.3E+2,1.3E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2714,NK0040,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0397,15/09/2000,Nabarlek mine site - Badlands area,Perturbed,317620,8638000,53S,WGS84,1,1.1E+3,5.4E+1,,,,,1.7E+3,1.4E+1,1.1E+3,2.3E+1,,,,,4.6E+1,4.0E+0,5.2E+1,2.9E+0,,,1.6E+2,1.5E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2715,NK0041,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0398,15/09/2000,Nabarlek mine site - Pit,Perturbed,317590,8638590,53S,WGS84,1,2.1E+2,2.4E+1,,,,,3.3E+2,3.0E+0,2.8E+2,1.6E+1,,,,,8.5E+1,3.6E+0,7.4E+1,1.6E+0,,,7.8E+2,2.5E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2716,NK0042,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0399,15/09/2000,Nabarlek mine site - Ore stockpile,Perturbed,317410,8639030,53S,WGS84,1,1.3E+2,2.1E+1,,,,,1.5E+2,2.6E+0,1.6E+2,1.0E+1,,,,,3.3E+1,3.4E+0,3.0E+1,3.1E+0,,,1.4E+2,1.3E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
